uber_Name,google_Name,average_health_score,cid,uber_id,uber_categories,google_tags,google_categories
Cafe on Mitch,Cafe on Mitch,-6.403567251461989,a3187838771430244942,LeuykP1lRtShnCzELRCbjA,"cafe,burger,fast food",,cafe
Cafe on Mitch,Cafe on Mitch,-6.403567251461989,a3187838771430244942,LeuykP1lRtShnCzELRCbjA,"cafe,burger,fast food",,cafe
Asian Pearl Chinese Restaurant,Asian Pearl Chinese Restaurant,-1.0954457726752673,a10556101056396689358,y3IIEje0SSy-WiMe_Bfcag,"asian,asian owned,chinese","area,price,chinese food","chinese,fast food"
Asian Pearl Chinese Restaurant,Asian Pearl Chinese Restaurant,-1.0954457726752673,a10556101056396689358,y3IIEje0SSy-WiMe_Bfcag,"asian,asian owned,chinese","area,price,chinese food","chinese,fast food"
KFC (Penrith South),KFC Penrith South,-6.683373227724151,a13100474640754930651,gHnPxbPAU2GD8kyGW9dVsA,"chicken,fried chicken,wing,burger,merchant delivery,comfort food,american,fast food,family meal","family,salt,dinner,quick service,chip,cold,clean,burger,drive through,box","fast food,chicken,family,takeout,fried chicken takeout,restaurant"
KFC (Penrith South),KFC Penrith South,-6.683373227724151,a13100474640754930651,gHnPxbPAU2GD8kyGW9dVsA,"chicken,fried chicken,wing,burger,merchant delivery,comfort food,american,fast food,family meal","salt,dinner,quick service,chip,popcorn chicken,bag,cold,clean,drive through,box","fast food,chicken,family,takeout,fried chicken takeout,restaurant"
KFC (Emu Plains),KFC Emu Plains,-6.683373227724151,a2791665305794560598,w7AcoZl-XdScayoFG5BD3A,"chicken,fried chicken,wing,burger,merchant delivery,comfort food,american,fast food,family meal","finger,chip,cooked,window,area,table,burger,drive through,box,toilet","fast food,chicken,family,takeout,fried chicken takeout,restaurant"
El Jannah (Penrith),El Jannah Penrith,-5.721139092980125,a5764710250644768738,RvbNxFDWTLS4g6avJUXXhw,"vegetarian,middle eastern,chicken,fried chicken,exclusive to eats,burger,salad,comfort food,american,healthy,fast food,family meal","family meal,overcooked,chip,chicken,chicken with garlic sauce,feed,crispy chicken burger,uber eat,kfc,charcoal,fried chicken","lebanese,chicken,fast food"
Cookies Ice Creamery,Cookie's Ice Creamery,-6.244767155084869,a7175923101774935593,n6L20aV4Xm--TJjH-1eTlQ,"ice cream and frozen yoghurt,dessert,coffee and tea","sorbet,birthday,price,coffee,chocolate sauce,family,pancake,son,happy,crepe",ice cream
Cookies Ice Creamery,Cookie's Ice Creamery,-6.244767155084869,a7175923101774935593,n6L20aV4Xm--TJjH-1eTlQ,"ice cream and frozen yoghurt,dessert,coffee and tea","sorbet,price,desert,coffee,chocolate sauce,family,pancake,son,happy,crepe",ice cream
Five Guys (Penrith),Five Guys,-6.594325172949408,a13854541800104236860,P-YGQbe_UByNS8dTXuw4vw,"burger,sandwich,hot dog,american,dessert,fast food","free refill,bacon cheeseburger,cajun fry,chip,market,peanut oil,fraction,hungry jack,kfc,grill'd,burger","hot dog,hot dog stand,american,fast food,burger,restaurant"
Jamison Bakery,Jamison Bakery,-0.7033333333333333,a12929446524904817301,c9725as3Q_uvtWqdPtrhgw,"roll,bakery,pastry","banh mi,spring onion,pork roll,bowl,coriander,char siu,cash,meatball,vietnamese roll,lady",bakery
Outback Steakhouse (Penrith),Outback Steakhouse Penrith,-4.950140350877193,a10137138672632846617,8q_oWc6ySveZdyPz8hae4Q,"burger,australian,american,modern australian,steak","blooming onion,qr code,sangria,garlic bread,tiffany,cutlery,bloke,prawn,pub,noise","steak house,restaurant"
Outback Steakhouse (Penrith),Outback Steakhouse Penrith,-4.950140350877193,a10137138672632846617,8q_oWc6ySveZdyPz8hae4Q,"burger,australian,american,modern australian,steak","blooming onion,qr code,sangria,kids meal,garlic bread,cutlery,bloke,prawn,pub,noise","steak house,restaurant"
Oporto (Glenmore Park),Oporto,-6.016383804078074,a8375634602513702446,ZsktpnWeQdS8XXZL3yWvZw,"chicken,family meal,burger,healthy,dessert,vegan,fast food","chip,pita,family,to go,burger","fast food,chicken,portuguese,burger,cafe"
Sushi Hub (Penrith),Sushi Hub Penrith,0.5033333333333333,a12850012371583414052,kdWJJQ68T-maQ04xZoyRuw,"sushi,japanese,family meal",,"sushi,sushi takeout"
Downtown Brooklyn,Downtown Brooklyn,-6.89180330853073,a13774948318597298050,7ZTq7yjzSVqxpgMlkhVrwg,"comfort food,burger,american","birthday,basketball court,biggie,riff,cocktail,music,chicken wing,filling,serving,joint","american,fast food,bar,family,burger"
Himalaya Pakistani & Indian Restaurant (Penrith),Himalaya Pakistani & Indian Restaurant Penrith,-1.0966666666666667,a18126432498437884370,b1GxXLVATjGMMiDbZsijHw,"indian,nepalese,pakistani","indian food,naan,butter chicken,lamb,goat,garlic,buffet,takeout,serving size,dessert",pakistani
Himalaya Pakistani & Indian Restaurant (Penrith),Himalaya Pakistani & Indian Restaurant Penrith,-1.0966666666666667,a18126432498437884370,b1GxXLVATjGMMiDbZsijHw,"indian,nepalese,pakistani","chef,bhindi,naan,butter chicken,lamb,goat,garlic,buffet,takeout,serving size",pakistani
Fish Fish,Fish Fish,-5.866900584795322,a11578840705148076133,uTckuID9SIaiOxinBz-Rrw,"seafood,burger,family meal","seafood,calamari,fish burger,potato scallop,price,cocktail,batter,cooked,family,chicken salt","chip,chips takeout,fish"
Griddle Restaurant,Griddle Restaurant,-2.005,a10236123649867688631,R-wpPIvSRmKnH_Ra7AjAYA,"pasta,steak","night,rib,entree,birthday,atmosphere,chip,pasta,family,to go,prawn",restaurant
Griddle Restaurant,Griddle Restaurant,-2.005,a10236123649867688631,R-wpPIvSRmKnH_Ra7AjAYA,"pasta,steak","night,rib,entree,birthday,atmosphere,chip,pasta,family,to go,prawn",restaurant
Chicken Man,Chicken Man,-6.011177042801556,a3100022194244836345,X2n9_KcwTxyNC0r-ZAGIdQ,"middle eastern,family meal,comfort food,fast food","lemon,chip,chicken,pasta,kfc,salad,burger,oily,gravy,fried chicken,chicken salt","chicken,fast food"
Stafford Bakery,Stafford Bakery,-3.3991061946902654,a14914699473406295307,l-ieVrsbSIeE2MXeEnd9Zw,"roll,bakery,danish,pastry,dessert","pork roll,coffee,roll,pie,bacon",bakery
Taj of the Valley,Taj of the Valley,-3.7562749675745786,a13291840203660930392,vJhI1ronVW-v6Qvx1sln-w,"indian,indian curry,biryani,comfort food,fast food","dinner,price,writing,butter chicken,lamb,waitres,bread",indian
Windy Noodle and Sushi Bar,Windy Noodle and Sushi Bar,1.9933333333333332,a13133885385926652414,Xim8cEAlQ2mQdoKw_D-OeA,"sushi,asian,japanese","soup,price,japanese,size,laksa,to go,bento box,prawn,busines","asian,sushi"
Windy Noodle and Sushi Bar,Windy Noodle and Sushi Bar,1.9933333333333332,a13133885385926652414,Xim8cEAlQ2mQdoKw_D-OeA,"sushi,asian,japanese","soup,price,japanese,size,laksa,to go,bento box,prawn,busines","asian,sushi"
Golden Happiness,Golden Happiness,-1.825,a9188759124800045293,1r9aLQ2SSjeuP8xrGxaAtQ,"family meal,asian,noodle,chinese","mongolian,honey,satay,price",chinese
ROUND CORNER Seafood,Round Corner Seafood,-5.94141038871689,a8036560591954215300,MW3LU_OxT0KkkLdE-tHAAA,"salad,burger,american","scallop,price,cocktail,battered,fish,steak sandwich,chips,old fashioned,takeout,burger,portion size","seafood,chips takeout,fast food,chip,fish,takeout"
Gellafrenda,Gellafrenda,-5.621831125173028,a11381124536949653092,YwFY5QD1X5qB9xKg-1reFg,"italian,pasta,pizza,snack","night,birthday,ragu,dining,cocktail,review,lamb,focaccia,kid,pay",italian
Gellafrenda,Gellafrenda,-5.621831125173028,a11381124536949653092,YwFY5QD1X5qB9xKg-1reFg,"italian,pasta,pizza,snack","night,birthday,ragu,dining,cocktail,review,lamb,focaccia,kid,pay",italian
SM Roll,SM Roll,-0.7377435516174462,a10032747349883542618,43MGHDcWVlOdW8psZ3rDMw,"roll,pho,noodle,vietnamese",roast pork,bakery
Manoosh Pizzeria - Penrith,Manoosh Pizzeria Penrith,-4.748293894181769,a16506821582024741862,VxNpGJAZXt2UwqW5OeBWog,"exclusive to eats,pizza,dessert,drink","vegan,meat,salt,price,delivery,chip,pepperoni,garlic,lebanese,wrap","pizza takeout,lebanese"
Pizza Kingdom,Pizza Kingdom Penrith,-5.337344223966113,a165573005099921860,sT5Gh0hhRjmeonz0LKoRAQ,"italian,pizza,comfort food","chilli paneer,peri peri,priced","pizza,pizza delivery,pizza takeout"
Zambrero (North Penrith),Zambrero North Penrith,-6.0725,a5664381325624881096,__IMFEaTRo2riJSLf7uCtw,"healthy,family meal,mexican,fast food","drive thru,night,mad mex,burrito,guacamole,ingredient,price,garlic,gyg,girl","mexican,restaurant,fast food"
Zambrero (North Penrith),Zambrero North Penrith,-6.0725,a5664381325624881096,__IMFEaTRo2riJSLf7uCtw,"healthy,family meal,mexican,fast food","drive thru,night,guacamole,ingredient,price,nacho,protein,garlic,average,girl","mexican,restaurant,fast food"
House of Loaded Fries,House Of Loaded Fries,-7.714902723735409,a1064072119783912199,cN_cxD4QTWC1jDqq8GRQqQ,"canadian,comfort food,fast food","price,atmosphere,chip,butter chicken,dessert,shake,chicken parmigiana,bacon,pulled pork,car wash",fast food
Say Inn Chinese Restaurant,Say Inn Chinese Restaurant,-2.5749999999999997,a10941896271207817418,wUddS4MiQV2onc5jI22QJQ,"fast food,asian,noodle,chinese","satay,honey,mongolian,prawn,star,lamb,spring roll,money,disgusting,delivery","chinese,asian,takeout,delivery,restaurant"
The Chicken Run,The Chicken Run Penrith,-5.165034549714613,a10494856884009788453,aa9oA_GwQ0WWr-LGtjMiMQ,"roll,chicken,sandwich,burger,lebanese,fast food","tabouli,price,garlic sauce,chip,value,charcoal,to go,wrap","chicken,fast food"
The Chicken Run,The Chicken Run Penrith,-5.165034549714613,a10494856884009788453,aa9oA_GwQ0WWr-LGtjMiMQ,"roll,chicken,sandwich,burger,lebanese,fast food","tabouli,price,garlic sauce,chip,value,charcoal,to go,burger,wrap","chicken,fast food"
North Indian Flavour (Penrith),North Indian Flavour,-0.3522222222222222,a10599544003751320729,NvcwL9z8RTaM6MaiYJ6h6w,"north indian,rice bowl,indian curry","samosa,butter chicken,goat,lamb,garlic,chole bhatura,sale",indian
Profiterole Patisserie (Penrith),Profiterole Patisserie Penrith,-6.193295072331254,a15312579052140275561,JWkwWCKXWVe9tgdW3eP1oA,"ice cream and frozen yoghurt,dessert,breakfast and brunch","savoury,profiterole,croissant,price,atmosphere,cake,waffle,velvet,train,crepe","patisserie,cafe,cake"
Profiterole Patisserie (Penrith),Profiterole Patisserie Penrith,-6.193295072331254,a15312579052140275561,JWkwWCKXWVe9tgdW3eP1oA,"ice cream and frozen yoghurt,dessert,breakfast and brunch","savoury,profiterole,croissant,price,atmosphere,cake,waffle,velvet,train,crepe","patisserie,cafe,cake"
King of Kebabs Penrith,King of Kebabs Penrith,-5.515315860282277,a9469148967731252281,dVkGcPjFSXqVzlUtZlLpjQ,"comfort food,pizza,turkish,family meal","price,snack,chip,garlic bread,cold,plate,kebab,pide,disgusting,delivery","pizza takeout,pizza,pizza delivery,takeout,mediterranean,delivery,restaurant"
Smoky Sue's Barbecue,Smoky Sue's Barbecue Penrith,-6.446900584795322,a12904264184048540409,ANx60LdhQjCNQOLAput1Rw,"bbq,burger,american","night,chip,fried chicken,onion ring,review,platter,sausage,pork belly,burger,short rib",bbq
Smoky Sue's Barbecue,Smoky Sue's Barbecue Penrith,-6.446900584795322,a12904264184048540409,ANx60LdhQjCNQOLAput1Rw,"bbq,burger,american","night,chip,fried chicken,onion ring,review,platter,sausage,pork belly,burger,short rib",bbq
Ronnies Pizza House (Penrith),Ronnie's Pizza House,-5.337344223966113,a15693341183003099081,mj_O0Hn_SgCVPejnm81ZHQ,"italian,pizza,comfort food","olive,price,order,topping,garlic bread,domino","pizza,pasta,italian"
Ronnies Pizza House (Penrith),Ronnie's Pizza House,-5.337344223966113,a15693341183003099081,mj_O0Hn_SgCVPejnm81ZHQ,"italian,pizza,comfort food","olive,price,order,topping,garlic bread,domino","pizza,pasta,italian"
The Brew Lab Cafe,The Brew Lab Cafe,-6.306862323793243,a8965421736771791483,RCqjQYTVSN2YXn1izpMByQ,"dessert,breakfast and brunch,burger","flat white,hot chocolate,egg,food,barista,bacon,waffle,service,burger,toast,wrap","breakfast,coffee machine supplier,coffee,juice,burger,cafe,dessert"
Thai Street Food,Thai Street Food,-0.5866666666666668,a3470480393196805826,n1_OYcW5Xp-UCojHMDFM5Q,"asian,thai,noodle","dish,person,price",thai
Thai Street Food,Thai Street Food,-0.5866666666666668,a3470480393196805826,n1_OYcW5Xp-UCojHMDFM5Q,"asian,thai,noodle","dish,person,price",thai
The Pizza Stop,The Pizza Stop,-5.245384615384616,a14832808364728345835,yQcWYeXXQE2vLh3Qh4528w,"italian,family meal","price,tuesday,kebab,bbq,pide",pizza
Daily Break,Daily Break,-5.868608409565877,a13653741554524275625,6_4_T6DMXSmgA7cg8ywKjw,"italian,breakfast and brunch,burger","price,atmosphere,space,hash brown,meal,poached egg,family,toast,playground,party","coffee,breakfast,cafe"
Daily Break,Daily Break,-5.868608409565877,a13653741554524275625,6_4_T6DMXSmgA7cg8ywKjw,"italian,breakfast and brunch,burger","price,atmosphere,space,hash brown,meal,poached egg,family,toast,playground,party","coffee,breakfast,cafe"
Abbys Patties,Abbys Patties,-6.0737639994821,a6466746452470848641,eEsn0aluUFGzFUn39SGvTA,"halal,breakfast and brunch,burger,american","sauce,price,lady,truck,cooked,fried chicken burger,milkshake,burger,chicken wrap",restaurant
Tella Balls Dessert Bar (Jamisontown),Tella Balls Dessert Bar,-4.773882743362832,a490316199163549910,ZGeGcgbmQlqNz8ETj2HUhQ,"european,dessert,family meal,modern australian","savoury,desert,nutella,gelato,shake,waffle,sundae,donut,golden gaytime,crepe",restaurant
Pizza Connect,Pizza Connect,-5.393662250346056,a3224213763056525525,ZjEQuyraRfyfIABzICSnlA,"italian,pizza","gluten free,rib,wood",pizza takeout
Pizza Connect,Pizza Connect,-5.393662250346056,a3224213763056525525,ZjEQuyraRfyfIABzICSnlA,"italian,pizza","gluten free,rib,wood",pizza takeout
The Blind Chef Cafe and Dessert Bar,The Blind Chef Cafe & Dessert Bar,-5.3729234972677595,a11675562270430456537,J18rGTo6SbW-ODEMMf3Tow,"fast food,coffee and tea,modern australian","canoli,egg,to go,atmosphere,dog,kid,table,pancake,brunch,toast","cafe,restaurant"
The Blind Chef Cafe and Dessert Bar,The Blind Chef Cafe & Dessert Bar,-5.3729234972677595,a11675562270430456537,J18rGTo6SbW-ODEMMf3Tow,"fast food,coffee and tea,modern australian","canoli,egg,to go,atmosphere,dog,kid,table,pancake,brunch,toast","cafe,restaurant"
I Love Currys,I LOVE CURRY'S,-1.6548356807511737,a11069453266517224474,ebXH9qDlWwalrJ_vbu2PZA,"indian,biryani,vegetarian friendly","bone,price,naan,butter chicken,lamb,money,flavour,biryani",indian takeout
I Love Currys,I LOVE CURRY'S,-1.6548356807511737,a11069453266517224474,ebXH9qDlWwalrJ_vbu2PZA,"indian,biryani,vegetarian friendly","bone,price,naan,butter chicken,lamb,money,flavour,biryani",indian takeout
Brisket Boys,Brisket Boys,-5.586806688081707,a16963290786591710957,pI31PqfCUlWAeD3QtR139w,"sandwich,burger,american","sauce,taco,price,atmosphere,beer,brisket sandwich,smoked meat,mac,area,pork belly,cheese",bbq
Brisket Boys,Brisket Boys,-5.586806688081707,a16963290786591710957,pI31PqfCUlWAeD3QtR139w,"sandwich,burger,american","sauce,taco,price,atmosphere,beer,brisket sandwich,smoked meat,mac,area,pork belly,cheese",bbq
Park4pizza,Park4pizza,-4.375774833564037,a576373276759011942,jy9zrlEaT-2qOQjfMiCfGQ,"italian,pasta,pizza","rib,price,topping,garlic bread,gem","pizza takeout,pizza,pasta,pizza delivery,italian"
Bang's Chicken,Bang's Chicken,-6.433677042801557,a8732365953856076653,7_yFEMtrWGyqFjbgj5ucSA,"korean,fried chicken,comfort food,fast food","spicy,crispy,corn dog,dining,cooked,garlic,bbq,korean fried chicken,i'm,soy","takeout,fried chicken takeout"
El Gringos Locos,El Gringos Locos,-2.827843137254902,a16229393199429141946,vPExFyU9SsqzSZufQgIh_A,"burrito,mexican,salad","night,entree,wing,singing,entertainment,kids meal,cocktail,mariachi,prawn,gyg",mexican
Elton Chong,Elton Chong,-5.430233918128654,a17545801202099222926,H1Q8CFEzQJ-aDZ63Bk_Qng,"asian fusion,burger,fast food","atmosphere,cocktail,menu,play,korean fried chicken",bar
Verdurous,Verdurous,-4.39135751780053,a6158718710381953162,tCdV0INCRRGJyxPw7QcpJA,"sandwich,breakfast and brunch,american","coffee,play area",restaurant
Verdurous,Verdurous,-4.39135751780053,a6158718710381953162,tCdV0INCRRGJyxPw7QcpJA,"sandwich,breakfast and brunch,american","coffee,play area",restaurant
Indo Western Express,Indo western express,-3.34510501606128,a6893737157157461710,sSUWkTtmVGK-gYUa65al3g,"sandwich,australian,asian,burger",price,"indian takeout,cafe"
Henry's Bar and Restaurant,Henry's Bar & Restaurant,-5.425407894736843,a10003790471462099604,2JaLGMNnQ_mSp33ReM4CMA,"bbq,smoke shop,wing,burger,family meal","night,dinner,wait staff,rib,birthday,atmosphere,cocktail,pizza,family,steak","bar,cafe,restaurant"
Henry's Bar and Restaurant,Henry's Bar & Restaurant,-5.425407894736843,a10003790471462099604,2JaLGMNnQ_mSp33ReM4CMA,"bbq,smoke shop,wing,burger,family meal","night,dinner,wait staff,rib,birthday,atmosphere,cocktail,pizza,family,steak","bar,cafe,restaurant"
TJB Cafe,TJB CAFE',-3.738100652745255,a9941461735381682650,XkZGIRugQviBwIOuwmG4NA,"filipino,cafe,sri lankan,rotti",curry,"lunch,coffee,sandwich,pie,juice,breakfast,cafe,dessert"
Riverside Bar and Dining,Riverside Bar & Dining,-5.545192307692308,a1399702402829765184,xS-ETRJgSGSI1CVyYQ026w,"fast food,italian,seafood,modern australian","night,turf,surf,atmosphere,lunch,live music,cocktail,oyster,seafood platter,prawn,steak","seafood,wine bar,steak house,bar,restaurant"
Brothers Burger,Brothers Burger,-5.586806688081707,a10667927022707519455,eTDtCp18XEarxGLh8u0ayg,"sandwich,burger,american","wing,ingredient,price,joint,chicken burger,onion ring,quesadilla,garlic,chilli dog,beef burger",burger
Chop Butchery (Penrith Westfield),Chop Butchery Westfield Penrith,-5.516595744680852,a17031665309688590633,IIxD-adKTnKcflomAjbOzw,"chicken,specialty food,seafood",steak,butcher
Chop Butchery (Penrith Westfield),Chop Butchery Westfield Penrith,-5.516595744680852,a17031665309688590633,IIxD-adKTnKcflomAjbOzw,"chicken,specialty food,seafood",steak,butcher
Revolver Lounge,Revolver Lounge,-4.48095838359323,a14906332088767158675,d2tm868lQmObHdAXwcO01g,"vegetarian,italian,mediterranean,european,pasta,pizza,dessert","dinner,price,atmosphere,music,cocktail,person,waitres,breakfast,steak","mediterranean,restaurant"
Revolver Lounge,Revolver Lounge,-4.48095838359323,a14906332088767158675,d2tm868lQmObHdAXwcO01g,"vegetarian,italian,mediterranean,european,pasta,pizza,dessert","dinner,price,atmosphere,music,cocktail,person,waitres,breakfast,steak","mediterranean,restaurant"
Burger Point (Penrith),Burger Point Penrith,-7.7902339181286555,a11057435507737446064,gNp_PLAuWRa4yl5sc3rYUQ,"fast food,burger,american","cheesy fry,wing,price",burger
Product of Italy Penrith,Product of Italy,-3.0362743577484217,a10508717867651429405,CAcrPAkFTAWbcxymYKpkaQ,"italian,gluten free friendly,vegetarian,vegetarian friendly,european,pasta,gluten free,pizza,gourmet,family meal","night,birthday,the pizza,gluten free,dining,garlic bread,cannoli,pesto,money,delivery","fine dining,delivery,pizza,pasta,italian"
Product of Italy Penrith,Product of Italy,-3.0362743577484217,a10508717867651429405,CAcrPAkFTAWbcxymYKpkaQ,"italian,gluten free friendly,vegetarian,vegetarian friendly,european,pasta,gluten free,pizza,gourmet,family meal","night,food,birthday,gluten free,dining,garlic bread,cannoli,service,pesto,money,delivery","fine dining,delivery,pizza,pasta,italian"
Stir Crazy,Stir Crazy,-0.5709014084507043,a10645480715157879879,2m-F1PP_TVq_XcezGuTLbg,"vegetarian friendly,noodle,asian fusion,asian,thai","sauce,dish,pad thai,food,fresh food,spicy,chicken,service,laksa,to go,portion size","noodle,restaurant,fast food"
Liquorland (Glenmore Park),Liquorland,-8.0,a7340121401980136087,Hqfx1Y3FV5SV_rvh1k6XrA,alcohol,,liquor
Liquorland (Glenmore Park),Liquorland,-8.0,a7340121401980136087,Hqfx1Y3FV5SV_rvh1k6XrA,alcohol,,liquor
Chinese Dumpling Dynasty,Chinese Dumpling Dynasty,-2.145,a5263804185747014068,Ox1ogyzUSraXaHk1Nl9HnQ,"street food,chinese","family owned busines,food,honey,price,pancake,prawn,eggplant,area,service,money,delivery",chinese noodle
Red Chilli Pizza,Red Chilli Pizza,-2.2221850899742934,a8939663121651989847,wKEY7h-XWjWwcvrPcPi6Zg,"indian,pizza,asian","topping,butter chicken,naan,vegetarian,garlic","pizza,takeout,restaurant,indian"
No 1 Malatang,No.1 Malatang,-2.1233333333333335,a5486788225540727279,YzuNujsnVH-JhKPgZso0lQ,"family meal,asian,chinese",,hot pot
Petra mart,Petra Mart,-7.57,a1435045650487834541,iv17Ge6MSHSnyeSR6bsO-w,"everyday essential,convenience",sell,grocery
Petra mart,Petra Mart,-7.57,a1435045650487834541,iv17Ge6MSHSnyeSR6bsO-w,"everyday essential,convenience",sell,grocery
Ali Baba (Penrith),Ali Baba,-3.257253521126761,a12298199373437899649,GVwLt5jhQjCigwk8XpKlsw,"middle eastern,vegetarian friendly","price,chip,beef,money,pide,toast","kebab,restaurant"
Ali Baba (Penrith),Ali Baba,-3.257253521126761,a12298199373437899649,GVwLt5jhQjCigwk8XpKlsw,"middle eastern,vegetarian friendly","price,chip,beef,money,pide,toast","kebab,restaurant"
Jack Little,Jack Little,-3.53,a767007239654501166,axCjAMaJRc-hmrUrq_3Bvg,"korean,japanese,fast food","vegan,beard,almond milk,price,bacon,egg roll,takeout,burger,toast,waiter",cafe
Jack Little,Jack Little,-3.53,a767007239654501166,axCjAMaJRc-hmrUrq_3Bvg,"korean,japanese,fast food","vegan,beard,almond milk,price,bacon,egg roll,takeout,burger,toast,waiter",cafe
Thai Table Penrith,Thai Table Penrith,-2.855,a4375528706760392370,vKIBio3vTBi536EgQBVG1Q,"affordable meal,thai","fried rice,massaman,spicy,pork",thai
Thai Table Penrith,Thai Table Penrith,-2.855,a4375528706760392370,vKIBio3vTBi536EgQBVG1Q,"affordable meal,thai","fried rice,massaman,spicy,pork",thai
Rosario's Burger Cafe,Rosario's burger cafe,-5.645350877192983,a228463758007065320,al-IOLMkTsmqdHHvb-pdcw,"cafe,burger","clean,value,price",burger
Quik Stix Penrith,Quik Stix,-0.64,a11737426021512105298,cvYid3AaRJiE3FEgPmPdZg,"thai,south east asian",,restaurant
Quik Stix Penrith,Quik Stix,-0.64,a11737426021512105298,cvYid3AaRJiE3FEgPmPdZg,"thai,south east asian",,restaurant
House of Grk,House of GRK,-5.6314103887168905,a11379407444466492283,NBpZjnrPQiyouiOtHMF__g,"greek,burger,salad","greek food,pork,chip,pita,plate,lamb,feta,value,gyro,takeout","takeout,fast food,greek"
Cook's Castle,cooks castle,-2.620497260091226,a3107303585169939694,O_OO2zKxQXCaQIsDCtImag,"vegetarian,vegetarian friendly,indian,chicken,halal,indian curry,vegan","samosa,chicken tikka,price,butter chicken,lamb,area,masala,garlic,cheese,delivery","takeout,delivery,restaurant,indian"
Cook's Castle,cooks castle,-2.620497260091226,a3107303585169939694,O_OO2zKxQXCaQIsDCtImag,"vegetarian,vegetarian friendly,indian,chicken,halal,indian curry,vegan","samosa,chicken tikka,price,butter chicken,lamb,area,masala,garlic,cheese,delivery","meal delivery,takeout,restaurant,indian"
Zen Noodle Bar,Zen Noodle Bar,-0.6949014084507044,a12996628077360291732,GM1C-QofRfqSuIwcq7p9Bw,"noodle,vegetarian friendly,chinese,asian fusion,asian","seafood,hokkien,dish,pork,price,asian food,dumpling,value,laksa,prawn",noodle
Gelato Messina (Penrith),Gelato Messina,-6.348873435601399,a2865046656151179914,FCb1yzcCTgqQaYyyogrSXg,"exclusive to eats,ice cream and frozen yogurt,dessert","pistachio,vegan,scoop,sorbet,praline,beautiful,dulce de leche,shake,priced,flavour",ice cream
YOGURBELLA,YOGURBELLA,-7.177765486725663,a397763588118622022,8GDPJhxyT0G9VYzpzBqlAw,"ice cream and frozen yogurt,dessert","price,swing,yogurt,flavour,kid","frozen yogurt,dessert"
Tins and Wood,Tins & Wood,-4.375774833564037,a5046797700894583707,b4agJv6QQcm8JPykWddnvg,"italian,pasta,pizza","night,entree,squid,garlic bread,cocktail,prawn,waitres,carbonara,italian,serving","mediterranean,italian,restaurant"
Tins and Wood,Tins & Wood,-4.375774833564037,a5046797700894583707,b4agJv6QQcm8JPykWddnvg,"italian,pasta,pizza","night,entree,squid,garlic bread,cocktail,prawn,waitres,carbonara,italian,serving","mediterranean,italian,restaurant"
Wonderful Thai Cuisine,Wonderful Thai Cuisine,0.39666666666666667,a3515464366241176608,eMwOEWTUQV-dzgAcKWc_Eg,"thai,soup,noodle","chili,night,spicy,dish,pad thai,pork,ingredient,price,basil,family",thai
Friendly Grocer (Cambridge Park),Friendly Grocer,-7.57,a12322211796307708477,vULYdVVzT7GiRLgj7Ecb1w,"convenience,everyday essential",price,"grocery,supermarket"
Sehaj Indian food penrith,Sehaj Indian food,-3.356524705014749,a8463721181513576646,JrMQgFjHSGysFmotZT6EzA,"drink,indian,indian curry,north indian,dessert,rice and curry,snack,street food","bag,naan,butter chicken,garlic,rice",indian takeout
Sehaj Indian food penrith,Sehaj Indian food,-3.356524705014749,a8463721181513576646,JrMQgFjHSGysFmotZT6EzA,"drink,indian,indian curry,north indian,dessert,rice and curry,snack,street food","bag,naan,butter chicken,garlic,rice",indian takeout
Siam Cuisine Thai Restaurant,Siam Cuisine Thai Restaurant,-0.6233333333333334,a17156441993727071328,RqWJBlccRG-Vj1rBplhQNw,"asian fusion,thai,noodle","fried,price,fresh,curry,chicken,duck,area,waitres,money","restaurant,thai"
Broaster Chicken (Penrith),Broaster Chicken,-6.1024468085106385,a2660944766623410120,Fo1QMi1QSPm52GNSUmwZrg,"chicken,family meal,wing,american","spicy,wing,crispy,delivery,chip,cooked,kfc,tender,to go,burger",restaurant
Venture Chinese Takeaway,Venture Chinese Takeaway,-4.714902723735409,a10851233759334492153,w2IEkFKGUZmW4l926DeSpQ,"fast food,comfort food,chinese",,chinese
Venture Chinese Takeaway,Venture Chinese Takeaway,-4.714902723735409,a10851233759334492153,w2IEkFKGUZmW4l926DeSpQ,"fast food,comfort food,chinese",,chinese
Pappa Charlie's Bakehouse,Pappa Charlies Bakehouse,-5.87327763496144,a3366654081786911592,QkYFryFXRNuYBtpm3R1lxA,"pizza,lebanese","zaatar,lunch,pizza,coffee,lebanese","pizza,takeout,bakery,lebanese"
Hallani's,Hallani's,-7.725350877192982,a15858715498883437847,TtDnFtxdTpe6crry09DJ5w,"burger,american","milk,scallop,price,chip,convenience,fish,cooked,family,money,burger,busines","takeout,grocery"
Huong bakery,Huong Bakery,-2.876079194323644,a7608066014364059807,WVSLLC-4SPiMdOSsirNSBQ,"bakery,comfort food,salad","meat,banh mi,pork roll,price,ingredient,char siu,filling,salad,roll,chilli",bakery
Duck Duck Goose,Duck Duck Goose,-3.2153832703473415,a6168502104649055340,rGyapBxeX-6XPcdKwow6lQ,"dessert,dumpling house,chinese","crowd,price,atmosphere,nightclub,music,cocktail,dumpling,family,money,table service","bar,restaurant"
