uber_Name,google_Name,average_health_score,cid,uber_id,uber_categories,google_tags,google_categories
Sweet Sisters,Sweet Sisters,-4.098100488418202,a4309753476834224712,mNUEhpM6UGeFtHTB5ymBog,"dessert,bakery,coffee and tea","coffee,cannoli","cake,coffee,pie,bakery,cafe,dessert"
Sweet Sisters,Sweet Sisters,-4.098100488418202,a4309753476834224712,mNUEhpM6UGeFtHTB5ymBog,"dessert,bakery,coffee and tea","coffee,cannoli","cake,coffee,pie,bakery,cafe,dessert"
Assemble Nutrition,Assemble Nutrition,-4.20292349726776,a6427268239739267427,zKjagepNQWSIN2ycoY-fMQ,"cafe,coffee and tea,juice and smoothy","shake,smoothy,waffle,tea",dessert
Assemble Nutrition,Assemble Nutrition,-4.20292349726776,a6427268239739267427,zKjagepNQWSIN2ycoY-fMQ,"cafe,coffee and tea,juice and smoothy","shake,smoothy,waffle,tea",dessert
Burger 31,Burger 31,-7.186900584795322,a13657379031984746811,bYXvin2fRiGHwljYB48gww,"burger,mexican,american","price,chip,chicken,area,mushroom","burger,restaurant,fast food"
Yumm Gourmet Pizza Kitchen (Penrith),Yumm!!! Gourmet Pizza Kitchen,-5.393662250346056,a5668835061618170582,axS_Q8o5TjK2h8nZIBIq-w,"italian,pizza","name,price,chicken,vegetarian,garlic","pizza,pizza delivery"
Friendly Grocer (Penrith),Friendly Grocer Penrith,-7.265,a2483155642911501196,wONOa3f7VYCrOLdsox5XFg,"convenience,grocery",,"grocery,convenience"
Soul Origin (Penrith Westfield Woolworths),Soul Origin Penrith Westfield Woolworths,-3.485811930405965,a7367721196196307334,TTscIm40RjGBhHPYY5yIiA,"healthy,family meal,sandwich,salad","pumpkin,price,healthy food,lunch,chicken,panini,coffee,pay,couscou,schnitzel","catering food,coffee,salad,caterer,drink supplier,breakfast"
Yo Loco,Yo Loco,-3.872529893082194,a6919804899979423356,A1X4ey5uVEugQVy2m6ciIg,"new mexican,japanese,comfort food,taco,dessert,steak,mexican,fast food","jug,parent,birthday,wrestling,kids party,adult,teenager,sock,idea,play area",mexican
Mom's Laddoo,Mom's Laddoo,-2.6905297139109385,a18405311778123664443,4kIWoZmgS9KbSnmCcXqUwg,"indian,vegetarian,candy sweet",,indian
Mad Toppings (Penrith),Mad Toppings Penrith,-4.213754480376369,a3606220623924297362,PurZ-hV9SPCqLJSBaxwQqQ,"pizza,comfort food,drink","spicy,crust,price,garlic bread,pesto chicken pizza,veggie,chilli,butter,busines",pizza
Freshly Vegan,Freshly Vegan,-3.31098173387313,a11854559423809794353,fqDXxwjjSmu257aFvIaufA,"turkish,bowl,allergy friendly,rice bowl,juice and smoothy",,vegan
Cjs Crab Shack and Grill,CJ's Crab Shack & Grill,-4.893071086146772,a11819493688265376899,WFt1VxZeVyKj8QJSL3d-Gw,"bbq,dessert,american,southern,steak,fish and seafood","rib,basket,clam chowder,moreton bay bug,garlic butter,blue swimmer crab,fisherman,corn bread,all you can eat,seafood platter","seafood,crab house,breakfast,steak house,grill,children's party service,bar,pancake,burger,restaurant"
Enzo's Cucina (Panania),Enzo's Cucina,-4.189554083448685,a8875371917480285897,fugjUp7cQfmlkRV7g0GrLg,"italian,pasta,halal,pizza,allergy friendly,family meal","night,dinner,food,wait staff,entree,risotto,veal,prawn,service,takeout,italian",restaurant
Coffee with Tom,Coffee With Tom,-4.151451414514145,a5522149152115544715,tQWrnvMJSC65S2vut8kPHQ,"cafe,breakfast and brunch,juice and smoothy","breakfast,delivery driver,rude,behaviour,burger,cafe",
Coffee with Tom,Coffee With Tom,-4.151451414514145,a5522149152115544715,tQWrnvMJSC65S2vut8kPHQ,"cafe,breakfast and brunch,juice and smoothy","breakfast,delivery driver,rude,behaviour,burger,cafe",
Crust Pizza (Panania),Crust Pizza Panania,-3.5121813344321726,a8565437574550821702,VB3QVvPiTgasev8rNVQ8SQ,"italian,gluten free friendly,vegetarian friendly,pizza,dessert,vegan","peri peri,topping","pizza takeout,pizza,pasta,italian,pizza delivery,takeout,delivery"
STUMPY'S Burgers,STUMPYS BURGERS REVESBY,-7.810701754385965,a5599350017482188032,OuD6JUE-RcuJeCS5jnsCeA,burger,"food,crinkle cut,chip,halal,sweet potato fry,school,chicken burger,lamb,service,cheeseburger,wrap","burger,fast food"
STUMPY'S Burgers,STUMPYS BURGERS REVESBY,-7.810701754385965,a5599350017482188032,OuD6JUE-RcuJeCS5jnsCeA,burger,"food,crinkle cut,chip,halal,sweet potato fry,school,chicken burger,lamb,service,cheeseburger,wrap","burger,fast food"
BWS (Revesby),BWS Revesby,-8.68,a2006625617430664757,SZfbL5rGVeSnBwHqjICJaQ,"alcohol,snack",,"wine,beer,liquor"
Cha Point Revesby,CHA Point Revesby,-5.50438524590164,a13321118198180866705,g7Ip4kXVSZ-mBQwV5aBewA,"bubble tea,coffee and tea","yoghurt,price,aesthetically,design,area,fruity,photo,flavour,gong cha,busines",bubble tea
Cha Point Revesby,CHA Point Revesby,-5.50438524590164,a13321118198180866705,g7Ip4kXVSZ-mBQwV5aBewA,"bubble tea,coffee and tea","yoghurt,price,aesthetically,design,area,fruity,photo,flavour,busines,choice",bubble tea
The Shop @ Picnic point,The Shop Picnic Point,-4.39135751780053,a9983709705484757352,AxYONCuyS9uv4igETl-RsA,"breakfast and brunch,sandwich,american","corn fritter,morning,bacon,cooked,meal,area,priced,egg roll,kid,burger","breakfast,cafe"
The Shop @ Picnic point,The Shop Picnic Point,-4.39135751780053,a9983709705484757352,AxYONCuyS9uv4igETl-RsA,"breakfast and brunch,sandwich,american","corn fritter,cooked,bacon,ricotta,area,priced,egg roll,kid,burger,wrap","breakfast,cafe"
Chicken Kingdom,Chicken Kingdom,-4.504803680038646,a17941474603880514712,ePtfX_yySNelpBvUZyrzqw,"chicken,roll,burger,salad,family meal","chicken strip,burger,salad,bacon","chicken,fast food"
Chicken Kingdom,Chicken Kingdom,-4.504803680038646,a17941474603880514712,ePtfX_yySNelpBvUZyrzqw,"chicken,roll,burger,salad,family meal","chicken strip,burger,salad,bacon","chicken,fast food"
The Heights Cafe,The Heights Cafe,-4.950624947069143,a1236095014517600780,kreMP036W_eBLtoVgMS3sQ,"coffee and tea,breakfast and brunch,juice and smoothy,cafe,fast food","check,food,bowl,atmosphere,lunch,area,service,waitres,scrambled egg,burger,toast","coffee,breakfast,cafe"
Sunshine Meats,Sunshine Meats,-4.554743722050223,a9351086369631776245,q6jLYY9IQfKDKhrLU7Kwzg,"cafe,burger,salad","family,smallgood,quality,deli,chorizo,meal,area,burger,gem,cafe","deli,cafe,ham"
Sunshine Meats,Sunshine Meats,-4.554743722050223,a9351086369631776245,q6jLYY9IQfKDKhrLU7Kwzg,"cafe,burger,salad","family,smallgood,quality,deli,chorizo,meal,area,burger,gem,cafe","deli,cafe,ham"
The Chook Shack,The Chook Shack,-5.88512224710713,a1612914262189500738,QywtXrq2QWmka72qBUREnA,"chicken,bbq,burger,family meal",,chicken
The Chook Shack,The Chook Shack,-5.88512224710713,a1612914262189500738,QywtXrq2QWmka72qBUREnA,"chicken,bbq,burger,family meal",,chicken
Big Elz Grill,Big Elz Grill,-5.911569390402075,a5512945137810117225,OYl5STvxScmWwWZoeBn-aQ,"middle eastern,comfort food,lebanese",,takeout
Blue Salt Cafe and Grill,Blue Salt Cafe and Grill,-5.828882743362833,a18027408363615028799,B8AxSWKwQ3WCFGlWLdhi-A,"south american,latin american,dessert,portuguese","burger,chicken,price",cafe
Burger Busters (Padstow),Burger Busters,-6.370350877192982,a4407879902247208600,zHmi874YSiOKD6Kuv25iXQ,"wing,burger",,restaurant
Lianna cafe,Lianna Cafe,-3.2042444865887223,a1730003493574029948,iXdoz0SYSrCQa7WCZmZIsQ,"vegetarian,allergy friendly,breakfast and brunch,coffee and tea","ingredient,price,clean,family,toast",cafe
Mummy's Kebabs,Mummy's Kebabs,-5.274902723735409,a4537424469827943717,k0MWC9JzTLOJ_usLgHWGGA,"middle eastern,halal,comfort food","falafel,lunch,chip,takeout,beef,toasted,area,turkish,pide,gozleme",kebab
Mummy's Kebabs,Mummy's Kebabs,-5.274902723735409,a4537424469827943717,k0MWC9JzTLOJ_usLgHWGGA,"middle eastern,halal,comfort food","falafel,lunch,chip,takeout,beef,toasted,area,turkish,pide,gozleme",kebab
Kadeli Gourmet Deli Cafe,Kadeli Gourmet Deli Cafe,-2.5681180811808115,a6178382488913901946,gE86bO8hTd-sR6tP_sgKIQ,"western,cafe,breakfast and brunch","pancake,brunch,price","coffee,breakfast,cafe"
Heaven Spoon Thai Restaurant,Heaven Spoon Thai Restaurant,-2.1311770428015566,a5234816173007776529,AARbNfzjSzqgWWZP3NTWpQ,"asian,thai,comfort food,allergy friendly","fried rice,pad see ew,coconut,satay,price,chicken,prawn,delivery",thai
Milperra Kiosk Gourmet Foods,Milperra Kiosk Gourmet Foods,-5.441380081160127,a11688185136585471609,8s6-tycfW3Sk--0gwXrkeg,"snack,breakfast and brunch,wrap,modern australian","coffee,sandwich,price","takeout,restaurant"
Milperra Kiosk Gourmet Foods,Milperra Kiosk Gourmet Foods,-5.441380081160127,a11688185136585471609,8s6-tycfW3Sk--0gwXrkeg,"snack,breakfast and brunch,wrap,modern australian","coffee,sandwich,price","takeout,restaurant"
Milperra Kiosk Gourmet Foods,Milperra Kiosk Gourmet Foods,-4.522354085603113,a11688185136585471609,2FstrqnvQoq_T1nIwfkbOQ,"comfort food,modern australian","coffee,sandwich,price","takeout,restaurant"
Milperra Kiosk Gourmet Foods,Milperra Kiosk Gourmet Foods,-4.522354085603113,a11688185136585471609,2FstrqnvQoq_T1nIwfkbOQ,"comfort food,modern australian","coffee,sandwich,price","takeout,restaurant"
Pizza and Pasta House,Pizza and Pasta House,-6.273333333333333,a8589322246326163353,PH82YFpATh2QA0Mr1TvVyQ,"turkish,middle eastern,mediterranean",,doner kebab
Pizza and Pasta House,Pizza and Pasta House,-6.273333333333333,a8589322246326163353,PH82YFpATh2QA0Mr1TvVyQ,"turkish,middle eastern,mediterranean",,doner kebab
Raw N More,Raw N More,-6.142441500230704,a6945886265896444878,CrCyayk5XP6dfC6IHlv0Zw,"italian,pizza,american","pizza,coffee","pizza takeout,cake,grocery delivery service,pizza,ice cream,pizza delivery,salad,cafe,produce market"
Raw N More,Raw N More,-6.142441500230704,a6945886265896444878,CrCyayk5XP6dfC6IHlv0Zw,"italian,pizza,american","pizza,coffee","pizza takeout,cake,grocery delivery service,pizza,ice cream,pizza delivery,salad,cafe,produce market"
Pharaohs Lounge,Pharaoh's Lounge Menai,-5.788333333333334,a3462307078235217282,J-qCBcO6SsW14x59cMbv4A,"middle eastern,greek,turkish,bbq,lebanese,family meal","night,skewer,food,shisha,entertainment,atmosphere,belly dancing,banquet,service,egyptian,baklava ice cream","vegan,egyptian,mediterranean,lebanese,middle eastern"
Pharaohs Lounge,Pharaoh's Lounge Menai,-5.788333333333334,a3462307078235217282,J-qCBcO6SsW14x59cMbv4A,"middle eastern,greek,turkish,bbq,lebanese,family meal","night,skewer,food,shisha,entertainment,atmosphere,belly dancing,banquet,service,egyptian,baklava ice cream","vegan,egyptian,mediterranean,lebanese,middle eastern"
The Local Burger Bar,The Local Burger Bar,-6.423567251461988,a1865165883517807590,EhoyDN-cQoSvtEx5hoYrPw,"modern australian,burger,american","sauce,rib,to go,bbq,beer,chip,cocktail,priced,money,pulled pork",restaurant
The Local Burger Bar,The Local Burger Bar,-6.423567251461988,a1865165883517807590,EhoyDN-cQoSvtEx5hoYrPw,"modern australian,burger,american","sauce,rib,to go,bbq,beer,chip,cocktail,priced,money,pulled pork",restaurant
Menai charcoal chicken,Menai Charcoal Chicken,-5.311057791537667,a4995308986099702977,X2PUhb2gQTisCUS0QSL3Yw,"mediterranean,family meal,burger,salad","sauce,price,chip,cooked,family,takeout,burger,busines,wrap","takeout,chicken"
The Bottle-O (East Hills),The Bottle-O,-7.454249827698804,a16830395843306133129,q2gMNtiXRxC33ILzPNYYag,"wine,alcohol,bottle shop",,liquor
The Bottle-O (East Hills),The Bottle-O,-7.454249827698804,a16830395843306133129,q2gMNtiXRxC33ILzPNYYag,"wine,alcohol,bottle shop",,liquor
Homebush Convenience,Homebush Convenience,-7.57,a6686369007979422349,JJ2BOUQgRK2OYrWm6skLAg,"everyday essential,convenience",,convenience
Bakers Delight (Concord),Bakers Delight Concord,-4.9449713042484404,a2303001806808049161,BMSPfgq4UCW7lj_rWBMjrQ,"dessert,breakfast and brunch,bakery,american",,bakery
Metro (North Strathfield),Woolworths North Strathfield,-6.8525,a8370243377464573882,6zDdRFFRQjWp_RCTAl-zLA,"everyday essential,convenience,healthy,grocery","discount,parking,price,deli,convenient,chicken,renovation,checkout,roast,shelf","convenience,supermarket"
Metro (North Strathfield),Woolworths North Strathfield,-6.8525,a8370243377464573882,6zDdRFFRQjWp_RCTAl-zLA,"everyday essential,convenience,healthy,grocery","discount,parking,price,deli,convenient,chicken,renovation,checkout,roast,shelf","convenience,supermarket"
McDonald's® (Rhodes),McDonald's Rhodes,-6.8835672514619874,a6972460272106671411,D4tcFpSJTUW1T-Ji5FqBrg,"fast food,burger,family meal","big mac,train station,nugget,chip,happy meal,patty,quarter pounder,apple pie,disgusting,delivery",fast food
Guzman y Gomez (Rhodes),Guzman y Gomez - Rhodes,-4.424985652124221,a15009403481472743637,VeCtuihgQAm8eLZ-cBZiRg,"breakfast and brunch,taco,burrito,healthy,dessert,family meal,mexican,fast food","spicy,mad mex,quick service,franchise,nacho,number,burrito bowl,girl,balcony,healthy","takeout,delivery,mexican,fast food"
Delhi Palace Indian Cuisine,Delhi Palace Indian Cuisine,-2.7087883889647992,a17543761364566514493,7uOXFXSMWgu1YVgFVRRI8A,"vegetarian,seafood,indian,chicken,indian curry,asian fusion,asian,family meal","dinner,samosa,baingan,chef,mango lassi,butter chicken,lamb,garlic,cheese,tandoori chicken","banquet hall,indian,caterer,function room facility"
Cabarita Cellars,Cabarita Cellars,-5.629823304401312,a6193180455279629017,fZcPEeQgVpuXLMoASXKMnQ,"alcohol,wine,drink","selection,price",liquor
Cabarita Cellars,Cabarita Cellars,-5.629823304401312,a6193180455279629017,fZcPEeQgVpuXLMoASXKMnQ,"alcohol,wine,drink","selection,price",liquor
BWS (Concord Drive),BWS Concord Drive,-8.68,a13112811121861492030,VACmQKpJXqOWWjQC81NKTw,"alcohol,snack","parking,price","wine,beer,liquor"
BWS (Concord Drive),BWS Concord Drive,-8.68,a13112811121861492030,VACmQKpJXqOWWjQC81NKTw,"alcohol,snack","parking,price","wine,beer,liquor"
KFC (Concord),KFC Concord,-6.683373227724151,a8213854197901580473,ywNqQk78WfKFpLCT-vtV6A,"chicken,fried chicken,wing,burger,merchant delivery,comfort food,american,fast food,family meal","check,queue,parking,management,kitchen,bacon,menulog,kid,drive through,box","fast food,chicken,family,takeout,fried chicken takeout,restaurant"
Hong Kong cafe Rhodes,Hong Kong Cafe Rhodes,-0.52,a6041161869474095272,WO9UfGdiTced39WDY4Cwgw,"asian fusion,cantonese,chinese","sauce,seafood,dinner,dish,pork,price,curry,chicken,the club sandwich,average","asian,chinese"
snow blossom,Snow Blossom Rhodes,-5.39460047043288,a13105616921008408902,7aDoXSN0VVCnaC0Bh8BPJg,"dessert,cake,juice and smoothy","tiramisu,matcha,strawberry,croffle,price,tart,sugar cane juice,bingsu,waffle,blueberry",dessert
Top Juice DFO,Top Juice DFO,-5.045,a2221762747486710360,_3RCIAywRyaxUy0JUz_YYg,"healthy,juice and smoothy","job,feel,strawberry,passion,yogurt,apple,hand,watermelon,healthy,bottle","juice,gourmet grocery,health food,salad"
Andiamo Trattoria Rhodes,Andiamo Trattoria Rhodes,-4.773682766808996,a1642042685507657296,Amd4-EuwTHqklpaZdSLKXA,"italian,european,exclusive to eats,pizza,family meal","pumpkin,gnocchi,risotto,ragu,truffle,abbey,arancini,gelato,uber eat,italian","pizza takeout,southern italian,pizza,pasta,bar,pizza delivery,function room facility,italian,restaurant"
Andiamo Trattoria Rhodes,Andiamo Trattoria Rhodes,-4.773682766808996,a1642042685507657296,Amd4-EuwTHqklpaZdSLKXA,"italian,european,exclusive to eats,pizza,family meal","night,pumpkin,gnocchi,risotto,ragu,truffle,abbey,arancini,gelato,italian","pizza takeout,southern italian,pizza,pasta,bar,pizza delivery,function room facility,italian,restaurant"
Ribs & Burgers (Rhodes),Ribs & Burgers Rhodes,-6.566900584795323,a11065852991832763551,3Y6og5kfTC-8vu7XKbfB3Q,"rib,bbq,burger","aioli,rack,chip,pork rib,school,sweet potato fry,lamb,fried chicken burger,wagyu burger,burger,bottle","australian,fast food,american,steak house,family,bbq,takeout,burger,restaurant"
Ribs & Burgers (Rhodes),Ribs & Burgers Rhodes,-6.566900584795323,a11065852991832763551,3Y6og5kfTC-8vu7XKbfB3Q,"rib,bbq,burger","aioli,rack,chip,pork rib,school,sweet potato fry,lamb,fried chicken burger,wagyu burger,burger,bottle","australian,fast food,american,steak house,family,bbq,takeout,burger,restaurant"
Toco Fresh,Toco Fresh Concord,-3.2566666666666664,a1704727638299887353,YSe9n9G4THGKTYpdXAiOXQ,"cafe,allergy friendly,modern australian","açai bowl,egg,dish,food,berry,atmosphere,chicken burger,service,waffle,juice,healthy","coffee,breakfast,cafe"
Toco Fresh,Toco Fresh Concord,-3.2566666666666664,a1704727638299887353,YSe9n9G4THGKTYpdXAiOXQ,"cafe,allergy friendly,modern australian","açai bowl,egg,dish,food,berry,chicken burger,service,waffle,brunch,healthy,juice","coffee,breakfast,cafe"
Pron Prohm Thai Restaurant,Pron Prohm Thai Restaurant,-1.1,a7725465511211826796,KrWpt91hRBO8rcnXawe1pQ,"asian,thai,allergy friendly","food,delivery,chinese,area,service,value,ice cream,money,pork belly,prawn,serving","delivery service,asian,function room facility,takeout,thai"
Pron Prohm Thai Restaurant,Pron Prohm Thai Restaurant,-1.1,a7725465511211826796,KrWpt91hRBO8rcnXawe1pQ,"asian,thai,allergy friendly","food,delivery,chinese,area,service,value,ice cream,money,pork belly,prawn,serving","delivery service,asian,function room facility,takeout,thai"
Concord Seafood,Concord Seafood,-3.82,a6793059558175163755,_s0Q41R0QWWVOCfMPxi4fQ,modern australian,"dinner,price,fresh,batter,cooked,grilled,money,takeout,produce,octopu","chip,fish"
Cafe 93,Cafe 93,-5.07,a4839817677010812858,5IfIrek_Toy1oMJF_d00HQ,"australian,cafe,fast food","name,smile,price,muffin,sandwich,station,takeout,bacon","coffee,cafe"
Burgers on Broadway Ermington,Burgers On Broadway Ermington,-7.725350877192982,a10166740064460654075,WsU0iQwCQXKPMCQ_y9Qyxw,"burger,american","falafel,beef,chicken burger,bun,halal,sweet potato fry,uber eat,mcdonald',delivered,wrap","burger,fast food"
Burgers on Broadway Ermington,Burgers On Broadway Ermington,-7.725350877192982,a10166740064460654075,WsU0iQwCQXKPMCQ_y9Qyxw,"burger,american","falafel,chip,beef,chicken burger,bun,halal,sweet potato fry,money,delivered,wrap","burger,fast food"
Sneakies Kitchen,Sneakies kitchen,-5.2190819851184385,a8308391777317052627,TwQAmMyGQrmm40ZgNRfuJg,"roll,burger,comfort food,american,family meal","shisha,smoking,gelato,patty,onion ring,uber eat,southern fried chicken burger,fry,pizza burger,beef burger",restaurant
Pizza Hut (North Strathfield),Pizza Hut North Strathfield,-5.4314649001384225,a18233894597931925496,_-JwH5dBVlakpZu-7YWjdg,"italian,australian,pizza,american,family meal","spicy,delivery driver,order,price,topping,cold,veg,phone,money,box","pizza,pizza takeout,pizza delivery,restaurant"
Pizza Hut (North Strathfield),Pizza Hut North Strathfield,-5.4314649001384225,a18233894597931925496,_-JwH5dBVlakpZu-7YWjdg,"italian,australian,pizza,american,family meal","spicy,delivery driver,order,price,topping,cold,veg,phone,money,box","pizza,pizza takeout,pizza delivery,restaurant"
machi machi (Rhodes),machi machi Rhodes,-4.52646174863388,a9979944220549113971,foseh62-RKaU5_54owigGw,"ice cream and frozen yoghurt,coffee and tea,bubble tea,asian,cafe,juice and smoothy","female,attitude,order,latte,rude,bottled,sugar,review,panna cotta,delivery",bubble tea
The Last Slice,The Last Slice,-5.18633144043154,a17288436554112276955,bxdR_JtuSq24CNtXDB19-A,"halal,pizza,lebanese,coffee and tea","zaatar,breakfast,pide,topping,peri peri chicken pizza,halal,ka'ak,olympic,lebanese,wrap","pizza,breakfast,cafe"
