uber_Name,google_Name,average_health_score,google_cid,uber_id,uber_categories,google_Category
Ezymart (Kirribilli),EzyMart,-7.57,a3845698739171648042,Nh_l5zUwRW6yZLZjz7blfQ,"everyday essential,convenience",convenience
Jaggi's Indian Eatery - Neutral Bay,"Jaggis Indian Eatery, Neutral Bay",-1.8941666666666668,a507702280925471759,VcvCq8XMSdiUOxCqsg7SaA,"indian,family meal,asian,indian curry",indian
Max Brenner - Bondi Junction,Max Brenner - Bondi Junction,-5.09650179098188,a7363880116950530905,TZK1LDqNStKQj1zw5UMuSQ,"chocolatier,dessert,family meal,vegan friendly",cafe
KFC (Darlinghurst),KFC Darlinghurst,-6.683373227724151,a7164218551436119412,RQpMwKq1UdW0lCZuxXg2zg,"chicken,fried chicken,wing,burger,merchant delivery,comfort food,american,fast food,family meal",fried chicken takeout
Fill and Chill,Fill and Chill,-5.586806688081707,a5114925660888590455,d5XA9cftQM-yQuyMGDsodQ,"sandwich,burger,american",cocktail bar
Capital Thai,Capital Thai,-0.5766666666666667,a4035575811317466464,kKiOC6CeTPeYkphH1pvNNw,"asian,thai,south east asian",thai
Opera Convenience Store,Opera Convenience Store,-7.57,a3817239289140752093,OA0xXH3UTbmbyVLzs_ZzuQ,"everyday essential,convenience",convenience
Rosebery Metro Petroleum,Metro Petroleum,-7.57,a4264391625883482851,U3PuJS4CS0yGkWdQVlHitg,"everyday essential,convenience",gas station
Sienna Marina,Sienna Marina,-4.375774833564037,a10588138134163852750,voYf-ZpIRnOVYHZHdWzs9w,"italian,pasta,pizza",italian
Ezymart (Bondi Junction),EzyMart,-7.57,a1687454046454993031,d_ZWHavyRGGBgigfAR9LuQ,"convenience,everyday essential",convenience
No. 1 Rice Noodle House,No. 1 Rice Noodle House,-0.7933333333333333,a10734816192729325973,jVHsL8G5T8adGCYOCKR7Mg,"chinese,asian,noodle",chinese noodle
3 Seasons Thai Fusion Cuisine,3 Seasons Thai Fusion Cuisine,-0.5766666666666667,a1456471154831456654,79_FX9iNQtuLVJcLUCSORA,"asian,thai,south east asian",thai
Zhang Liang Malatang Haymarket,Zhang Liang Malatang Haymarket,-0.7833333333333333,a14397551202288632728,qNRvrKo6RTaE1MvxENsGDA,"asian,south east asian,chinese",chinese
Pho Pasteur,Pho Pasteur,-2.3959633027522935,a7476114063759861348,qmYnMG6rR260S0nW4gtokA,"vegetarian,roll,seafood,allergy friendly",vietnamese
Wings and Tins,Wings And Tins,-5.69149846841626,a15331143774868674355,NSgPeFZtTzuDTeWyrYCjkw,"chicken,comfort food,wing",restaurant
Ampol Woolworths MetroGo (Randwick),Ampol Woolworths MetroGo Randwick,-7.265,a10651974736777987574,16kfkSxRSzq5n1EBlt39Ag,"convenience,grocery",gas station
IGA Local Grocer Newtown,IGA Local Grocer Newtown,-7.3566666666666665,a16967144247330842570,kuXBCSaGQgmlk95Btlb8KA,"everyday essential,convenience,grocery",supermarket
QuickStop by United Petroleum (Waterloo),United Petroleum Waterloo,-7.57,a5505715294416481057,HTq4d_y7Tfix0mT4joeAfA,"convenience,everyday essential",gas station
One Pot,One Pot,-3.5933333333333333,a13748327149213375698,vtL8gaGaTwuD9grJ67oIdA,"taiwanese,asian,chinese",hot pot
Five Star Kebab,Five Star Kebab,-4.6866666666666665,a4889215596044468598,ZQRQ57vwTK2bd9-MJGqxwQ,"mediterranean,arabian,fast food",kebab
Eats 2 U (Surry Hills),EG Ampol Redfern,-7.431177042801556,a11767592711298184107,P0BjJ-HaRIaK6FvMbxNg7Q,"comfort food,everyday essential,convenience,snack",gas station
Butchers Buffet (Chinatown),Butchers Buffet Chinatown,-6.4465957446808515,a13056535273492482183,CVFKx1hvXKmm1hC-Jm5FNg,"chicken,korean,fast food",korean bbq
Redfern Convenience Store,Redfern Convenience Store,-8.143333333333333,a3733624847994957974,TAe2nsybTcWPyOZitqXvhQ,"ice cream and frozen yogurt,convenience,snack",convenience
Ataman Kebab and Pizza,Ataman Kebab & Pizza,-6.615,a11538617390989623420,u98YkBXNWm6VGAv36Pa2yA,"turkish,lebanese",kebab
CHEF N WOK,CHEF N WOK,0.7799999999999999,a15034224655435651139,TJrJ15bnWZqUYwBj4XTSAA,"soup,rice bowl,noodle",asian fusion
Friendly Grocer (Annandale),Annandale Friendly Grocer,-7.265,a15367931158335116922,s_DTr1VqXWOy23nDbMCFGg,"convenience,grocery",supermarket
QE Foodstores (Paddington),QE Foodstores,-7.265,a12103668043733852814,v7eZYXS1W5y2Oa4x4EOXVg,"convenience,grocery",grocery
QE Foodstores (Waverley),QE Foodstores,-7.265,a9499517230998135397,JYAQ6o0jWZOTHzD5EsPQSA,"convenience,grocery",supermarket
Metro (Double Bay),Woolworths Double Bay,-6.8525,a16248123798179424110,4Wns8IOgXieavdt8G0GTww,"everyday essential,convenience,healthy,grocery",supermarket
