uber_Name,google_Name,jelly,fuzzy,uber_full_address,google_full_address,google_cid,uber_id
Domino's (Ingleburn),Domino’s Pizza Ingleburn,0.9,66.66666666666667,"64b oxford street, ingleburn, NSW 2565","64b oxford rd, ingleburn, NSW 2565",a1565651136855858794,rd02IzzuSSqHERRj6dqmsA
Kanji Express Sushi & Poke,KANJI EXPRESS ILLAWONG,0.8928571428571429,63.41463414634146,"g9/273 fowler road, illawong, NSW 2234","273 fowler rd, illawong, NSW 2234",a3517768459480527490,bcKifE4eW2u8YPjE3GTIbA
Charlie's Grill Chicken & Seafood,Charlie's Grill,0.8823529411764706,58.33333333333333,"273 fowler rd, illawong, NSW 2234","g17/273 fowler rd, illawong, NSW 2234",a12683407898312512782,7lzYC0zoT_Kb6INvua6vww
Mezzaterra,Mezzaterra Illawong Restaurant,0.8952380952380953,64.51612903225806,"273a fowler road, illawong, NSW 2234","273a fowler rd, illawong, NSW 2234",a9800097189675041712,PAupDBJWSvWy7NDgcrJxDg
Lin's Garden,Lin's Garden Chinese Restaurant,0.8733333333333333,53.65853658536586,"48 morts rd, mortdale, NSW 2223","48 morts rd, mortdale, NSW 2223",a17579180118186553726,uKlBIahyRkqMP8gYASkTeQ
Metro (Bexley North),Woolworths Metro Bexley North,0.925,76.92307692307692,"216 sarsfield circuit, bexley north, NSW 2207","216 sarsfield cct, bexley north, NSW 2207",a13180438449268034342,tAZ-RFgaTwqJ_f0bViMq7Q
Chilli Man Thai,Chili Man Thai,0.9866666666666668,96.55172413793105,"24b letitia st, oatley, NSW 2223","24b letitia st, oatley, NSW 2223",a7282416757343982731,lWB8aTZQQhO1s_WOkDZLhg
Mort's Grill,Mort’s Bar & Grill,0.8736363636363637,70.96774193548387,"25 macquarie pl, mortdale, NSW 2223","25 macquarie pl, mortdale, NSW 2223",a5954739234566869075,Ng7ShTKpQLaEd3cq-RCA7Q
Mortdale Charcoal Chicken,Mortdale Charcoal Chickens,0.9882352941176472,96.96969696969695,"2 pitt st, mortdale, NSW 2223","2 pitt st, mortdale, NSW 2223",a9459189813016080390,Z6NUUzs_QpighEVKx30-7g
Buzzbar Espresso,Buzz Bar Espresso,0.9632352941176472,78.78787878787878,"22 morts rd, mortdale, NSW 2223","22 morts rd, mortdale, NSW 2223",a3679131838916655919,onT3zA44TZq8609AIm_4Ng
Sugarssalt Espresso,SugarSalt Espresso - Mortdale,0.9339181286549708,97.2972972972973,"34 pitt street, mortdale, NSW 2223","34 pitt st, mortdale, NSW 2223",a17178008183076942983,4jUzA2JjRwqAJ-JjPLly2w
The Hungry Spoon,The Hungry Spoon Cafe Oatley,0.9523809523809524,86.48648648648648,"59 rosa st, oatley, NSW 2223","59 rosa st, oatley, NSW 2223",a10618437784122898380,6HGCoHbHSH6hZHnGLQ1LwQ
Domino's (Penshurst),Domino’s Pizza Penshurst,0.9,66.66666666666667,"493 forest road, penshurst, NSW 2222","493 forest rd, penshurst, NSW 2222",a17954705218999663552,VkThqu4MTyS-bNXao7su5w
Broaster Chicken (Mortdale),Broaster Chicken and Kebab,0.9230769230769232,76.19047619047619,"8 morts road, mortdale, NSW 2223","8 morts rd, mortdale, NSW 2223",a9552734888556777747,wPIXRzKfXz6OdkQO9oFTFg
Tella Balls Dessert Bar (Dulwich Hill),Tella Balls Dulwich Hill,0.8956521739130435,64.70588235294117,"5/370 new canterbury rd, dulwich hill, NSW 2203","5/370 new canterbury rd, dulwich hill, NSW 2203",a9934641458008268828,PguNg5AySKCm6FILlkDexg
Thuy Huong Vietnamese Restaurant,Thuy Huong Marrickville,0.8625,47.61904761904761,"304 illawarra rd, marrickville, NSW 2204","304 illawarra rd, marrickville, NSW 2204",a3294509193729299108,iN4JyvD-RTuSBFj3t7nQ6Q
Scarfo's Family Pizza,Scarfo Family Pizza Restaurant,0.9166666666666666,76.0,"233 wardell road, dulwich hill, NSW 2203","233 wardell rd, dulwich hill, NSW 2203",a11275416684084465586,WpJKJbrNSeybQYzvlOZnjw
Dulwich Hill Kebab and Pide House,Dulwich Hill Kebab pizza pide house,0.9214141414141416,76.19047619047619,"532 marrickville rd, dulwich hill, NSW 2203","532 marrickville rd, dulwich hill, NSW 2203",a106575117166519262,UpLxPCH2RIOoazeUkcWRTw
Gribbels Fish n Chips,Gribbels Marrickville,0.8761904761904762,55.172413793103445,"401 illawarra road, marrickville, NSW 2204","shop 1/401 illawarra rd, marrickville, NSW 2204",a12589808750269495163,vq5TaMrWRT6yg6zHN_guog
Huong Huong restaurant,Huong Huong Marrickville,0.9,66.66666666666667,"228 marrickville rd, marrickville, NSW 2204","228 marrickville rd, marrickville, NSW 2204",a2276625507836547178,WCz85yRCTPe6R8DdWdBdXw
Mekong Leichhardt,Mekong Noodles Bar,0.8666666666666666,50.0,"9 norton st, leichhardt, NSW 2040","9 norton st, leichhardt, NSW 2040",a7298005854793890215,FwDKIiuTSjW1JvjMhPZdBA
Vn streetfoods Wolli Creek,VN Street Foods,0.9866666666666668,62.06896551724138,"5 brodie spark dr, wolli creek, NSW 2205","11/5 brodie spark dr, wolli creek, NSW 2205",a15289220722211158655,rpEc5h6oR7ugtnzJXR1wAw
Namaste Nepali Indian Restaurant (Ashfield),Namaste Restaurant - Ashfield,0.8680555555555556,72.0,"11-13 hercules st, ashfield, NSW 2131","1/11-13 hercules st, ashfield, NSW 2131",a8902116593877028325,ntlYQK5hQeWLdE1AXz9Bsg
Petersham Kebabs Pty Ltd,Petersham Kebab,0.8714285714285714,52.63157894736843,"105 new canterbury rd, petersham, NSW 2049","105 new canterbury rd, petersham, NSW 2049",a11680038885604259213,VDPK4OUAQauvVwIoSgRPQA
Samir ablas pastry,Samir Abla Pastry,0.965359477124183,97.14285714285714,"157 georges river road, croydon park, NSW 2133","157 georges river rd, croydon park, NSW 2133",a6690003564179958545,VMrV1rvVTu2selI4qsnhdw
Charros Burger,Charro’s Burger Canterbury,0.9723809523809523,96.55172413793105,"11 canterbury road, canterbury, NSW 2193","11 canterbury rd, canterbury, NSW 2193",a3547207219786636455,i_pjdVqyS0a4-mPdQKoHuw
The Eate,The Eate Restaurant,0.8842105263157894,59.25925925925925,"555 new canterbury rd, dulwich hill, NSW 2203","555 new canterbury rd, dulwich hill, NSW 2203",a6889551603229253623,yH5U4d1_Rh2OlLiO-8m1NA
The Dulwich Hill Chicken Shop,Dulwich Hill Chicken Shop,0.8055555555555555,85.71428571428572,"566 marrickville rd, dulwich hill, NSW 2203","566 marrickville rd, dulwich hill, NSW 2203",a13471623414751071234,fzV2yNrfTpG2aO6R9UPdiA
Summer Hill Fish & Chips,Summer Hill Fish and Chips Shop,0.9473684210526316,84.84848484848484,"37 lackey street, summer hill, NSW 2130","37 lackey st, summer hill, NSW 2130",a11521095641577107310,6UqeCdt3U16Ur_VcxejwgA
La Botte D'Oro,La Botte D'Oro Restaurant,0.9083333333333332,70.27027027027026,"137 marion st, leichhardt, NSW 2040","137 marion st, leichhardt, NSW 2040",a829918070259134567,OPH8fcyYTxmpm8zRo1Ky8w
First Choice Ashfield,First Choice Liquor Market Ashfield,0.8923076923076924,63.1578947368421,"158 liverpool road, ashfield, NSW 2131","158 liverpool rd, ashfield, NSW 2131",a7323759960313406150,MaRjzAhOVQ6ErywfgRMVcA
Domino's (Hurlstone Park),Domino's Pizza Hurlstone Park,0.9076923076923076,70.0,"2/720-722 new canterbury road, hurlstone park, NSW 2193","2/720-722 new canterbury rd, hurlstone park, NSW 2193",a1962549592190913295,SuqQKgjaSv2HhmstXP0d6w
Harry's Cafe de Wheels Tempe,Harry’s Café de Wheels - Tempe,0.940952380952381,95.23809523809524,"886 princes hwy, tempe, NSW 2044","886-896 princes hwy, tempe, NSW 2044",a4326339666237966242,bjDl_m1cQaaaH92OlzMbaw
Yaghi's Fast Food,Yaghi Fast Food (502 Middleeast Feast),0.8441666666666666,57.692307692307686,"502 new canterbury rd, dulwich hill, NSW 2203","502 new canterbury rd, dulwich hill, NSW 2203",a823667837747571544,QGxyYRzYQmO4zTp61HJiyg
Siansiam fresh Sushi,Siansiam Fresh Sushi restaurant,0.9290322580645162,78.43137254901961,"352 illawarra road, marrickville, NSW 2204","352 illawarra rd, marrickville, NSW 2204",a8280811274553278925,vf42bEemRBKfgLmwKCQc_Q
Cafe Calibre,Café Calibre,0.9805555555555556,95.65217391304348,"66 constitution road, dulwich hill, NSW 2203","66 constitution rd, dulwich hill, NSW 2203",a15658316868034266391,_54kJRJzQU-nVu0sp-R8_Q
Village Convenience Evoke,Village Convenience,0.952,86.36363636363636,"16 hudson st, lewisham, NSW 2049","shop 2/16 hudson st, lewisham, NSW 2049",a6894299040056518355,k78Lq1bfR0iYfqiI6bumLw
Moulin Cafe,Moulin Café,0.9818181818181818,95.23809523809524,"16 hudson st, lewisham, NSW 2049","shop 1/16 hudson st, lewisham, NSW 2049",a9213691079789150657,PSpLlcz0TdyV4hdaT51XBw
Ngoodle,Ngoodle Restaurant Ashfield,0.8777777777777778,56.00000000000001,"234 liverpool rd, ashfield, NSW 2131","234 liverpool rd, ashfield, NSW 2131",a8188904468712132443,fNznrW0DTtOGCt6L7I51NA
The Tamaleria,The Tamaleria & Mexican Deli,0.8866666666666667,60.46511627906976,"463 marrickville rd, dulwich hill, NSW 2203","463 marrickville rd, dulwich hill, NSW 2203",a6456641466671251045,bpYXFQNWTAKK0gUZBiTt-g
The Majestic Bar And Dining,The Majestic Bar And Dining - Event Hire | Craft Beer | Italian Restaurant,0.8794117647058823,56.84210526315789,"49a new canterbury road, petersham, NSW 2049","49a new canterbury rd, petersham, NSW 2049",a11887021108224159767,o8n9-XrDR4ODcN0GvyfNUQ
Marina Lunga Cucina,Marina Lunga MARRICKVILLE,0.9263157894736842,77.41935483870968,"380 illawarra rd, marrickville, NSW 2204","shop 3/380-382 illawarra rd, marrickville, NSW 2204",a17473334552869504266,ymCkVxGYQ1u-SSz_ofwcpQ
Dishcovery Thai,Dishcovery Thai Restaurant,0.9153846153846154,73.17073170731707,"147 ramsay st, haberfield, NSW 2045","147 ramsay st, haberfield, NSW 2045",a1201361750597634185,T6YoEBfMRxSNcew1_xihoQ
Moon Koon Chinese,Moon Koon Chinese Restaurant,0.9214285714285716,75.55555555555556,"81 new canterbury road, petersham, NSW 2049","81 new canterbury rd, petersham, NSW 2049",a135733423216335466,REMMFxRfQDCluVMtYGI3SQ
Bay Tinh,Bay Tinh Vietnamese Restaurant,0.8533333333333333,42.10526315789473,"318 victoria road, marrickville, NSW 2204","318 victoria rd, marrickville, NSW 2204",a12159310184749307124,EMzwBw3ZT2CV5KLLBzaPug
The Temperance Society Bar,The Temperance Society,0.9692307692307692,91.66666666666666,"122 smith street, summer hill, NSW 2130","122 smith st, summer hill, NSW 2130",a12129923291348280046,ARTY5vdoR-CGbN8GEj2J4Q
Nem Viet (Marrickville),Nem Viet Marrickville Restaurant,0.8842105263157894,59.25925925925925,"356 illawarra rd, marrickville, NSW 2204","356 illawarra rd, marrickville, NSW 2204",a14638433641798624651,VgEk-Q93Ql6_u5d1_SQnRA
Chen's Noodles,Chens Noodle Restaurant,0.9130434782608696,72.22222222222221,"122/138 flood st, leichhardt, NSW 2040","122/138 flood st, leichhardt, NSW 2040",a1062353298725191784,s8lBBGMSTEi99ftD7S7IvA
Filo Pride Asian Eatery,"Filo Pride Asian Grocery, Eatery and Catering",0.8871541501976284,68.65671641791045,"211 marrickville rd, marrickville, NSW 2204","211 marrickville rd, marrickville, NSW 2204",a12400069508834432444,mU1-fzaPVYGgbvbPArmCCA
Silkroad Uyghur Restaurant,Great Silkroad Uyghur Restaurant Ashfield,0.7836538461538461,89.65517241379311,"190 liverpool rd, ashfield, NSW 2131","190 liverpool rd, ashfield, NSW 2131",a2388290466834250950,N6gq8oejRGWfBkaJCXUOog
Honeymoon Cafe,Honeymoon Patisserie & Coffee Lounge,0.8451127819548871,50.0,"96 new canterbury rd, petersham, NSW 2049","96 new canterbury rd, petersham, NSW 2049",a9735794065474958314,8ry5xfMuRIePoGrbTu_DgQ
Bowl n Roll,Bowl n Roll Vietnamese Kitchen and Juice Bar,0.85,40.0,"255 marrickville road, marrickville, NSW 2204","255 marrickville rd, marrickville, NSW 2204",a943397268049352854,5ia-ZSIZXV6uzC7xr3hLJg
Bar Valente,Bar Valente Cafe,0.9375,81.4814814814815,"471 marrickville rd, dulwich hill, NSW 2203","1/471 marrickville rd, dulwich hill, NSW 2203",a4416243428056703144,ooZmeXtUR1aOK6lrI6DSQQ
Caffettiera Kitchen & Expresso Bar,Caffettiera Kitchen & Espresso,0.9530689964157708,91.17647058823528,"164 georges river rd, croydon park, NSW 2133","164 georges river rd, croydon park, NSW 2133",a7089004668556857744,ZZdVjEzITbicMX_WqxFCWw
Double Roasters,Double Roasters Cafe,0.95,85.71428571428572,"199 victoria rd, marrickville, NSW 2204","199 victoria rd, marrickville, NSW 2204",a17307208700049684696,KHA1AxL1SNC3SiK-OVIJ7g
Lebanese Bakery and International Food,Lebanese Bakery,0.8789473684210527,56.60377358490566,"125 georges river rd, croydon park, NSW 2133","125 georges river rd, croydon park, NSW 2133",a6890750676160216665,q5DJtJfsWUyyTQYI4TopVg
The Little Mule Cafe,Little Mule Cafe,0.7666666666666666,88.88888888888889,"136 percival rd, stanmore, NSW 2048","136 percival rd, stanmore, NSW 2048",a6236006030838185985,jN9FbUsSAazzobCCXGL1w
Seven 2 Three Specialty Coffee,Seven 2 Three - 723 Specialty Coffee,0.9431372549019608,93.75,"128 addison road, marrickville, NSW 2204","128 addison rd, marrickville, NSW 2204",a6580846589196829396,_KCKh5pkWJWLqazuUaM9eg
Kelby's Cafe,Kelby's,0.9090909090909092,70.58823529411764,"293 marrickville rd, marrickville, NSW 2204","293 marrickville rd, marrickville, NSW 2204",a14733425221752019292,Jw53KrXuTiKSJfpS35dWPQ
Soul Tree Cafe,Soul Tree Café,0.9857142857142858,96.2962962962963,"5 mungo scott place, summer hill, NSW 2130","107/5 mungo scott pl, summer hill, NSW 2130",a6820979442132382570,tH14u-aZQdm21WslYJoTOg
Eat Street Depot,Eat St. Depot,0.9,85.71428571428572,"shop 1/31-33 addison road, marrickville, NSW 2204","shop 1/31-33 addison rd, marrickville, NSW 2204",a1781131492354227711,jh4ek_65RoinAPHTsheYCA
Excelsior Mojo,Excelsior Mojo Cafe,0.9473684210526316,84.84848484848484,"22 norton st, leichhardt, NSW 2040","22 norton st, leichhardt, NSW 2040",a2674123205996240381,AUiM2twRR0KJk2pt9pT7Xw
Warren & Holt,Warren & Holt Wholefoods Eatery,0.890909090909091,62.5,"415-421 illawarra rd, marrickville, NSW 2204","415-421 illawarra rd, marrickville, NSW 2204",a9874757596119310305,8IfmIoPJQRW40uWw9DDkJw
The Pour Barista,The Pour Barista Cafe Marrickville,0.9523809523809524,86.48648648648648,"369b illawarra rd, marrickville, NSW 2204","369b illawarra rd, marrickville, NSW 2204",a4422940068834243449,fkW5dLYOQfOqFetCmgJtVw
The Giant Bean,The Giant Bean Cafe,0.9473684210526316,84.84848484848484,"314 victoria rd, marrickville, NSW 2204","314 victoria rd, marrickville, NSW 2204",a1899589478485250751,ew07kHycSAiY3QD4XxQd6w
Normcore Coffee Roasters Ashfield,Normcore Coffee,0.925,76.92307692307692,"14 brown st, ashfield, NSW 2131","14 brown st, ashfield, NSW 2131",a13956897357024337199,9Fq_A1imSlu2WSEfU35j5Q
Small Talk Coffee (Dulwich Hill),Small Talk Dulwich Hill,0.9176470588235296,74.07407407407408,"shop 2/355 new canterbury road, dulwich hill, NSW 2203","shop 2/355 new canterbury rd, dulwich hill, NSW 2203",a5443955421327292769,92kpjgnxUqifaS2Q3MrWaA
Fred's Oil and Oregano,Fred's Oil & Oregano Lebanese Bakery,0.9135135135135136,72.41379310344827,"542 marrickville rd, dulwich hill, NSW 2203","542 marrickville rd, dulwich hill, NSW 2203",a2344894218915490238,IXczO9G1R_i6zLBNoqMN7Q
Peninsula Court Chinese,Peninsula Court Restaurant,0.9008449216687204,61.224489795918366,"71-75 gladesville rd, hunters hill, NSW 2110","71-75 gladesville rd, hunters hill, NSW 2110",a15811319151159403032,_9gx-QUPSDWcmUMj6fOzeg
Grill Republic Turkish Street Food,Grill Republic Hunters Hill,0.8823529411764706,58.33333333333333,"59 gladesville rd, hunters hill, NSW 2110","59 gladesville rd, hunters hill, NSW 2110",a17708427558461112702,cqh6kLWZS4iq0hkXC2PwjQ
Manmaruya Five Dock,Manmaruya Five Dock Takeaway shop,0.8782608695652174,56.25,"123 great n rd, five dock, NSW 2046","123 great n rd, five dock, NSW 2046",a9261611575644003771,uDGVFZzzTAWE3_Vqf_iaFA
Ironwood,Ironwood Cafe/Restaurant,0.8666666666666666,50.0,"102 woolwich rd, woolwich, NSW 2110","102 woolwich rd, woolwich, NSW 2110",a11931862306658260152,16eahoSARciGRTsWjY79CA
McDonald'sÂ® (Eastern Creek),McDonald’s,0.98,94.73684210526316,"181 rooty hill rd south, eastern creek, NSW 2766","181 rooty hill rd s, eastern creek, NSW 2766",a10841020663963142441,2wDEJbrmXlCR-W4nmVvYAQ
Hungry Jack's (Maitland),Hungry Jack's Burgers Maitland,0.92,75.0,"1a johnson st, maitland, NSW 2320","1a johnson st, maitland, NSW 2320",a6830926002613529722,418aGJMSU6GZORq4odL2wA
Lonestar Ribhouse & Brews,Lone Star Rib House & Brews East Maitland,0.9195402298850572,67.85714285714286,"2e chelmsford drive, east maitland, NSW 2323","2e chelmsford dr, east maitland, NSW 2323",a11782139124229247990,y_gmmgITXE2sb-WTzmlzpw
Pandaroo Kitchen,Pandaroo Kitchen and Cafe,0.928,78.04878048780488,"shop 8/8 mckeachie drive, aberglasslyn, NSW 2320","8 mckeachie dr, aberglasslyn, NSW 2320",a16896072384780414027,UGi-KDTCVXSek-1iSuz99g
Pandaroo Cafe,Pandaroo Kitchen and Cafe,0.863948717948718,68.42105263157895,"8 mckeachie drive, aberglasslyn, NSW 2320","8 mckeachie dr, aberglasslyn, NSW 2320",a16896072384780414027,7sjZPyC4X3eLKgvNUpB_eA
Lee's Kitchen (Green Hills),Lee's Kitchen,0.9,66.66666666666667,"1 molly morgan drive, east maitland, NSW 2323","1 molly morgan dr, east maitland, NSW 2323",a3648345248145903539,GTecg3MZVnCfhCq9jLqgUw
Family Hotel,The Family Hotel Maitland,0.8055555555555555,85.71428571428572,"607 high st, maitland, NSW 2320","607 high st, maitland, NSW 2320",a2932089889988254669,EUD6O4a2Uo6OBOzSoMQvOQ
Mannus Kitchen Indian Restaurant,Mannu's Kitchen Indian Cuisine Maitland,0.9341180371352784,68.85245901639344,"539 high street, maitland, NSW 2320","1/539 high st, maitland, NSW 2320",a2781352363974931467,xmChZomvRTWWDiYALACpOQ
Absolute Thai William St.,Absolute Thai William,0.975,93.33333333333331,"2 william st, hornsby, NSW 2077","shop 5/2 william st, hornsby, NSW 2077",a13788268168521977806,6nx6ML1ITymqiLb7Wz7pAg
The Seat Thai,The Seat,0.9230769230769232,76.19047619047619,"98 yarrara rd, pennant hills, NSW 2120","1/98 yarrara rd, pennant hills, NSW 2120",a3887681017604956485,vvA_MVl9SzCBY5mskjkbBg
Grilled Korean BBQ 3,Grilled Korean BBQ 3 (Hornsby)석쇠3호점 (혼스비),0.9818181818181818,95.23809523809524,"18 coronation street, hornsby, NSW 2077","18 coronation st, hornsby, NSW 2077",a3426564355836737124,lAwTG9E-QC6gTp3qyOksZw
Spoonful Thai,Spoonful Thai Cuisine,0.923809523809524,76.47058823529412,"18 hannah st, beecroft, NSW 2119","level 1 shop 5.104/18 hannah st, beecroft, NSW 2119",a17355597079767741554,PMi89hSuS2ytoYcqLzLJgA
Lukla Cottage Nepalese Cusine,Lukla Cottage Nepali Restaurant,0.9177041156840934,70.0,"57 hunter street, hornsby, NSW 2077","57 hunter st, hornsby, NSW 2077",a3284809165400508810,I3EW13mqSwWzdC16ZPs6qg
Sedici Italian,Sedici - Italian Cuisine,0.9272727272727272,77.77777777777779,"83 david rd, castle hill, NSW 2154","83 david rd, castle hill, NSW 2154",a18218330372066339976,ceSVhDSRQf2v5vuqt6jShA
Positano Cafe Pizzeria,Positano Cafe Pizzeria (Italian Dining),0.918918918918919,74.57627118644068,"14 hannah st, beecroft, NSW 2119","14 hannah st, beecroft, NSW 2119",a15748294348168001873,RbmEIN4kRn2tEXVmWp6FuQ
Mehmaan Indian Restaurant,Mehmaan Indian Cuisine,0.914200956937799,59.57446808510638,"264 peats ferry road, hornsby, NSW 2077","264 peats ferry rd, hornsby, NSW 2077",a7402243696109753802,Y07TibEFSbOa4UGKeORLPg
Oh My Pho!,Oh My Pho Hornsby ( Old Name Gia Hoi ),0.8692307692307693,51.42857142857142,"183 peats ferry road, hornsby, NSW 2077","183 peats ferry rd, hornsby, NSW 2077",a14045446593472079891,w0SKmHdJT3SYCpKxw3jQTw
Krazybird Pennant Hills,Krazy Bird Pennant Hills,0.98,52.63157894736843,"80-82 yarrara road, pennant hills, NSW 2120","80-82 yarrara rd, pennant hills, NSW 2120",a9493689513050863599,wsi_7JPoUzOoIY6N8xS17Q
Harry's Cafe de Wheels (Pennant Hills),Harry's Café de Wheels - Pennant Hills,0.9604761904761904,97.5609756097561,"94 yarrara road, pennant hills, NSW 2120","shop 1/94 yarrara rd, pennant hills, NSW 2120",a4228705119774361305,T1vnMtojWVKfZy9mjyLCbw
Popolate,"Popolate - Custom cakes, cupcakes, cake pops, cookies",0.8333333333333334,28.57142857142857,"4/110 galston rd, hornsby heights, NSW 2077","shop 4/110 galston rd, hornsby heights, NSW 2077",a7836368788886275556,wxhK9VPiUXqZ35Ogamhr4g
Arjun Indian restaurant,ARJUN Indian Restuarant,0.9913043478260868,95.65217391304348,"27 station street, hornsby, NSW 2077","27 station st, hornsby, NSW 2077",a9143133769575272963,BjpgEveGQrSTEtzekcm8WA
Madtoppings,Mad topping,0.9575757575757576,90.9090909090909,"1c burdett st, hornsby, NSW 2077","1c burdett st, hornsby, NSW 2077",a16468286465219742041,yxvnDKrvQwmNtPZo0ufJfw
Chalio's Thai,Chalio's Thai Restaurant,0.9043478260869564,68.57142857142857,"19 wongala cres, beecroft, NSW 2119","3/19 wongala cres, beecroft, NSW 2119",a15678516115589353576,TGadLRzHQLSZ2fxnk26mJg
Mt Colah Pizzeria,Mount Colah Pizzeria,0.9090909090909092,84.21052631578947,"599 pacific highway, mount colah, NSW 2079","5/599-601 pacific hwy, mount colah, NSW 2079",a12760529716123925678,ZpDqKQADQES_mWU97PY5iQ
The Ferdaous King Charcoal Chicken,The Ferdaous King Hornsby,0.9,66.66666666666667,"14 hunter street, hornsby, NSW 2077","shop 2/14 hunter st, hornsby, NSW 2077",a13873452692795447911,p9kqtVzCS2SWCvldJOp7QA
Papa's Dumpling,Papa‘s Dumpling,0.9723809523809523,96.55172413793105,"236 pacific highway, hornsby, NSW 2077","236 pacific hwy, hornsby, NSW 2077",a1155033076415236619,yBO4F8gFR5CJotMQd_DJ3A
"Centre Point Cafe, Hornsby, Westfield",Centre point cafe,0.925925925925926,77.27272727272727,"236 pacific highway, hornsby, NSW 2077","level 1/236 pacific hwy, hornsby, NSW 2077",a16158810084261729241,BkmEkmQyQ_y738ZPLFZHaA
Dining and Co Hornsby,The Dining and Co Hornsby,0.7933634992458521,86.66666666666667,"412 peats ferry road, hornsby, NSW 2077","412 peats ferry rd, hornsby, NSW 2077",a8439952638730791473,23-WipDDUGeYMhVLyYFa1Q
Monday Morning Cafe,The Monday Morning Cafe,0.8192219679633869,90.47619047619048,"86 the esplanade, thornleigh, NSW 2120","86 the esplanade, thornleigh, NSW 2120",a11182173442829916164,yfAdXLITWJ2oLfEuqo3eZg
Joseph's Bakery,Joseph Hot Bread Shop,0.8437229437229437,57.14285714285714,"4 florence st, hornsby, NSW 2077","4 florence st, hornsby, NSW 2077",a3120855359188706278,SDlXy2PrSJGIsnRTauE8kQ
Soto Sushi,Soto,0.88,57.14285714285714,"4 coronation st, hornsby, NSW 2077","4 coronation st, hornsby, NSW 2077",a13370721944487551049,xBvWcdq0RBSdmSWwoAKT1Q
Domino's (Hornsby),Domino's Pizza Hornsby,0.9076923076923076,70.0,"135-137 pacific hwy, hornsby, NSW 2077","135 - 137 pacific hwy, hornsby, NSW 2077",a2786425651118434235,6WtT0l8FRue3M92UuIdKTA
The Vintage Pantry Secret Garden,The Vintage Secret Garden,0.90825,87.71929824561404,"353 galston road, galston, NSW 2159","353 galston rd, galston, NSW 2159",a3937380041822704450,Xs74Bj8yQAWKDa2JptlJ1w
Don Don Stra,Don Don Strathfield,0.9166666666666669,73.6842105263158,"39 the boulevarde, strathfield, NSW 2135","level1/39 the boulevarde, strathfield, NSW 2135",a9632547551881176055,1TLFIFLVTO2EWqKtjTZAWg
KINGTEA çš‡èŒ¶ (Burwood),KING TEA Burwood,0.975,93.33333333333331,"127-133 burwood rd, burwood, NSW 2134","shop 18/127-133 burwood rd, burwood, NSW 2134",a5194262357445209461,Yb_B8eKNSgCNfFJNorIxBw
The Brewery (Sydney Olympic Park),The Brewery Bar + Kitchen,0.8956521739130435,64.70588235294117,"11b olympic boulevard, sydney olympic park, NSW 2127","11b olympic blvd, sydney olympic park, NSW 2127",a17332230522551315998,zVT8gemUVRK1k6go6eTXgA
Broaster Chicken (Olympic Park),Broaster Chicken Olympic Park - Antonio's chicken,0.896969696969697,65.3061224489796,"7 murray rose avenue, sydney olympic park, NSW 2127","shop 3/7 murray rose ave, sydney olympic park, NSW 2127",a4511022524622268789,Z8V9QFqJVRKQkIhbXtjLww
THE MUGLAN BURWOOD,The Muglan In Burwood,0.9538461538461538,86.95652173913044,"18 george street, burwood, NSW 2134","shop 1/18 george st, burwood, NSW 2134",a11535855332948287356,vCK0N-VQT-iIg6sr_lXuGg
Mikazuki Ramen,Mikazuki,0.9142857142857144,72.72727272727273,"shop 6/29-31 morwick st, strathfield, NSW 2135","shop 6/29-31 morwick st, strathfield, NSW 2135",a10845325231998188455,2IreGhdET6SxCXf-y7ZeKg
Mister Gee Burgers,Mister Gee North Strathfield,0.9111111111111112,71.42857142857143,"16 george st, north strathfield, NSW 2137","3/16a george st, north strathfield, NSW 2137",a4290296117842471053,LZSFxBI0TjWGol_9zHCWMg
Ice Kirin Bar - Asian-inspired/Tea-Infused Gelato,Ice Kirin Bar Burwood,0.8553191489361702,43.333333333333336,"55 burwood road, burwood, NSW 2134","55 burwood rd, burwood, NSW 2134",a1353055060245304349,1xAXyIisTHKj-amPf2mgrA
Thousand Spices,Thousand Spices Indian Restaurant,0.890909090909091,62.5,"23 the crescent, homebush, NSW 2140","23 the crescent, homebush, NSW 2140",a17601903899582108177,MV63etRcRXOeXDseReiSFQ
CK's Canterbury Kebabs & Burgers (Five Dock),CK’s Canterbury Kebabs & Burgers (Five Dock),0.8951871657754011,95.52238805970148,"213 parramatta rd, five dock, NSW 2046","4/213- 235 parramatta rd, five dock, NSW 2046",a15268962960406927857,tGQwepjNQYeVmXab4-S0Hw
Taj Indian Masala @ Homebush,Taj Indian Masala Restaurant,0.9214285714285716,75.55555555555556,"25 the crescent, homebush, NSW 2140","25 the crescent, homebush, NSW 2140",a9963382141853171954,lNJ84GMCSx2IerbCWMpbxg
Yang's Dumpling Restaurant,Yang's Dumpling,0.912,71.7948717948718,"11/15 deane st, burwood, NSW 2134","15 deane st, burwood, NSW 2134",a1709825609768361,PuItqu-nTj-O0MQAqYGDYA
Treat Talk Pizzas and Kebab,Treat Talk Pizza and Kebab,0.9925925925925926,98.1132075471698,"1/41 the boulevarde, strathfield, NSW 2135","41 the boulevarde, strathfield, NSW 2135",a13510478300534549399,ZfGrD2TXS4-hpgc32lppRQ
